time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	v_ground_truth	yaw_groundtruth	yawrate_groundtruth
1477010465800000	-17.9702	9.61085	5.17651	0.291198	-0.364641	lidar	3.1579	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	5.09414	0.318855	-0.282942
1477010465850000	-17.7241	9.70531	5.13516	0.291052	-0.331741	radar	2.96495	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	5.09854	0.304708	-0.276993
1477010465900000	-17.4459	9.81612	5.21635	0.28661	-0.317562	lidar	0.910812	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	5.10289	0.290859	-0.271
1477010465950000	-17.1958	9.89676	5.22512	0.273823	-0.31474	radar	0.425656	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	5.10717	0.277309	-0.264964
1477010466000000	-16.9212	10.0213	5.30513	0.277618	-0.292998	lidar	1.07116	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	5.11138	0.26406	-0.258887
1477010466050000	-16.6639	10.0926	5.30712	0.263219	-0.292299	radar	0.0372466	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	5.11551	0.251116	-0.252769
1477010466100000	-16.4179	10.1951	5.31834	0.262728	-0.277457	lidar	1.22278	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	5.11958	0.238478	-0.246611
1477010466150000	-16.1578	10.2681	5.33813	0.248906	-0.280055	radar	0.473457	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	5.12357	0.226147	-0.240414
1477010466200000	-15.9305	10.2827	5.25097	0.218403	-0.298491	lidar	1.00573	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	5.12749	0.214126	-0.234179
1477010466250000	-15.6825	10.3487	5.22254	0.211735	-0.284371	radar	0.288556	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	5.13132	0.202417	-0.227907
1477010466300000	-15.4709	10.3325	5.1032	0.173836	-0.310987	lidar	1.96349	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	5.13507	0.191022	-0.221599
1477010466350000	-15.1683	10.365	5.25122	0.141692	-0.343182	radar	7.73228	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	5.13873	0.179942	-0.215255
1477010466400000	-14.9087	10.4178	5.26217	0.131324	-0.335796	lidar	0.208919	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	5.14231	0.169179	-0.208879
1477010466450000	-14.6692	10.4495	5.14022	0.127473	-0.303578	radar	6.48934	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	5.14579	0.158735	-0.202468
1477010466500000	-14.4328	10.4105	5.06907	0.085946	-0.332988	lidar	2.17118	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	5.14919	0.148612	-0.196027
1477010466550000	-14.173	10.4346	5.07415	0.0719823	-0.327993	radar	0.546236	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	5.15249	0.138811	-0.189554
1477010466600000	-13.8588	10.5906	5.24639	0.109409	-0.266623	lidar	7.80846	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	5.15569	0.129333	-0.183051
1477010466650000	-13.6059	10.6499	5.18296	0.119658	-0.225211	radar	2.16218	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	5.1588	0.120181	-0.176519
1477010466700000	-13.3601	10.6452	5.14687	0.0950488	-0.240157	lidar	0.529731	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	5.16181	0.111355	-0.169959
1477010466750000	-13.0973	10.6706	5.16523	0.0830178	-0.241342	radar	0.208309	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	5.1647	0.102857	-0.163373
1477010466800000	-12.8405	10.7646	5.20021	0.099866	-0.209795	lidar	4.10792	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	5.16751	0.0946879	-0.156761
1477010466850000	-12.5756	10.8156	5.20214	0.103372	-0.189127	radar	1.46033	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	5.1702	0.0868499	-0.150124
1477010466900000	-12.347	10.7776	5.12145	0.0691429	-0.2166	lidar	1.79836	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	5.17278	0.0793437	-0.143463
1477010466950000	-12.0929	10.8121	5.09396	0.0707914	-0.195243	radar	0.662292	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	5.17526	0.0721706	-0.136779
1477010467000000	-11.8448	10.8767	5.10579	0.0795009	-0.175394	lidar	2.20056	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	5.17763	0.0653316	-0.130074
1477010467050000	-11.5676	10.898	5.14441	0.0719399	-0.173241	radar	2.68672	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	5.17988	0.0588279	-0.123349
1477010467100000	-11.3412	10.9105	5.09098	0.0610601	-0.176194	lidar	0.758832	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	5.18202	0.0526604	-0.116604
1477010467150000	-11.0735	10.849	5.21309	-0.000582428	-0.266405	radar	9.29261	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	5.18405	0.0468302	-0.10984
1477010467200000	-10.7777	10.8241	5.26464	-0.0222477	-0.274617	lidar	2.7088	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	5.18595	0.0413382	-0.10306
1477010467250000	-10.5221	10.8211	5.24469	-0.033016	-0.26957	radar	0.19973	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	5.18775	0.0361852	-0.0962627
1477010467300000	-10.2909	10.814	5.19309	-0.0462198	-0.270038	lidar	1.01521	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	5.18942	0.0313721	-0.0894504
1477010467350000	-10.0474	10.8644	5.07112	-0.0177968	-0.198968	radar	6.62052	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	5.19097	0.0268996	-0.0826241
1477010467400000	-9.78439	10.913	5.10493	-0.00645116	-0.175688	lidar	2.15518	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	5.19241	0.0227684	-0.0757847
1477010467450000	-9.55931	10.8902	5.03796	-0.0226578	-0.182133	radar	3.87904	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	5.19372	0.0189791	-0.0689333
1477010467500000	-9.29582	10.9181	5.06896	-0.0179891	-0.167113	lidar	0.783046	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	5.19491	0.0155325	-0.062071
1477010467550000	-9.05441	10.8961	5.02549	-0.0298856	-0.166303	radar	2.563	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	5.19597	0.0124289	-0.0551989
1477010467600000	-8.78624	10.9295	5.06761	-0.0214429	-0.148106	lidar	1.14594	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	5.19691	0.00966898	-0.0483182
1477010467650000	-8.55135	10.8846	5.01968	-0.0435861	-0.1628	radar	6.28143	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	5.19773	0.00725307	-0.0414297
1477010467700000	-8.39459	10.8029	4.83483	-0.0828617	-0.197459	lidar	4.59693	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	5.19842	0.00518158	-0.0345348
1477010467750000	-8.14774	10.8119	4.81864	-0.0750693	-0.170157	radar	1.56784	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	5.19899	0.00345484	-0.0276344
1477010467800000	-7.79717	10.8649	5.03058	-0.0495503	-0.131575	lidar	6.03438	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	5.19943	0.00207312	-0.0207296
1477010467850000	-7.53669	10.8648	5.01303	-0.0423357	-0.105048	radar	2.17271	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	5.19975	0.00103664	-0.0138215
1477010467900000	-7.25673	10.8547	5.06643	-0.0455054	-0.102356	lidar	0.649226	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	5.19994	0.000345566	-0.00691132
1477010467950000	-7.02388	10.8853	4.98148	-0.021433	-0.0519749	radar	3.90579	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015	5.2	-1.50937e-015	3.53787e-016
